vendor,model,type,protocol,port,url
Kaikong,sip1601,MJPEG,http,0,/videostream.cgi?rate=0
Kaikong,sip-1602,MJPEG,http,0,/videostream.cgi
Kaikong,spi1602,MJPEG,http,0,/videostream.cgi
Kaikong,*,MJPEG,http,0,/videostream.cgi?user=[USERNAME]&pwd=[PASSWORD]
Kaikong,sp1602w,FFMPEG,http,0,/videostream.cgi?resolution=8&rate=13
Kaikong,sip1818,JPEG,http,0,/[CHANNEL].jpg
Kaikong,*,JPEG,http,0,/snapshot.cgi?user=[USERNAME]&pwd=[PASSWORD]
Kaikong,sip-1602w,JPEG,http,0,/img/snapshot.cgi?size=2
Kaikong,*,MJPEG,http,0,/user/videostream.cgi
Kaikong,*,MJPEG,http,0,/videostream.cgi?
Kaikong,*,MJPEG,http,0,/videostream.cgi?user=[USERNAME]&pwd=[PASSWORD]&resolution=32
Kaikong,sip1601w,MJPEG,http,81,/videostream.cgi?rate=0&user=[USERNAME]&pwd=[PASSWORD]
Kaikong,sip1601w-en,MJPEG,http,81,/videostream.cgi?rate=0&user=[USERNAME]&pwd=[PASSWORD]
Kaikong,*,MJPEG,http,0,/videostream.cgi?user=[USERNAME]&pwd=[PASSWORD]&resolution=32&rate=0
Kaikong,sip-1016,MJPEG,http,0,/videostream.cgi?user=[USERNAME]&pwd=[PASSWORD]&resolution=32&rate=0
Kaikong,*,FFMPEG,rtsp,0,/live/ch00_0
Kaikong,8900,FFMPEG,http,0,/videostream.asf?user=[USERNAME]&pwd=[PASSWORD]&resolution=[WIDTH]*[HEIGHT]
Kaikong,ip-1018,FFMPEG,http,0,/videostream.asf?user=[USERNAME]&pwd=[PASSWORD]&resolution=[WIDTH]*[HEIGHT]
Kaikong,ip-1080,FFMPEG,http,0,/videostream.asf?user=[USERNAME]&pwd=[PASSWORD]&resolution=[WIDTH]*[HEIGHT]
Kaikong,sip-1022,FFMPEG,http,0,/videostream.asf?user=[USERNAME]&pwd=[PASSWORD]&resolution=64&rate=0
Kaikong,*,MJPEG,http,0,/video.cgi?resolution=VGA
Kaikong,sip-1018w,FFMPEG,http,0,/videostream.asf?usr=[USERNAME]&pwd=[PASSWORD]
Kaikong,*,JPEG,http,0,/snap.jpg?JpegCam=[CHANNEL]
Kaikong,*,JPEG,http,0,/cgi/snapshot.cgi?action=getdata&channel.[CHANNEL].capture=true&channel.[CHANNEL].resolution=1
Kaikong,sip-1201,FFMPEG,http,0,/videostream.asf
Kaikong,*,JPEG,http,0,/snapshot.jpg?user=[USERNAME]&pwd=[PASSWORD]
Kaikong,*,MJPEG,http,0,/videostream.cgi?user=[USERNAME]&password=[PASSWORD]
Kaikong,*,JPEG,http,0,/cgi-bin/snapshot.cgi?1
Kaikong,*,JPEG,http,0,/snapshot.cgi?camera=[CHANNEL]
Kaikong,*,VLC,rtsp,0,/live.sdp
Kaikong,sip1303,FFMPEG,rtsp,0,/12
Kaikong,*,FFMPEG,rtsp,10554,/1
Kaikong,*,JPEG,http,0,/snapshot.cgi?user=[USERNAME]&pwd=[PASSWORD]&count=0
Kaikong,sp1303,VLC,http,0,/iphone/11?[USERNAME]:[PASSWORD]&
Kogan,unknown,JPEG,http,0,/video.cgi
Kogan,*,MJPEG,http,0,/videostream.cgi?user=[USERNAME]&pwd=[PASSWORD]&resolution=32
Kogan,fi8904w,JPEG,http,0,/snapshot.cgi
Kogan,kaipc01blka,JPEG,http,0,/snapshot.cgi
Kogan,kaipco1blka,FFMPEG,http,0,/videostream.asf?user=[USERNAME]&pwd=[PASSWORD]&resolution=[WIDTH]x[HEIGHT]
Kogan,kaipchdslva,FFMPEG,rtsp,0,/tcp/av0_0
Kogan,zh-ixa15-wc,FFMPEG,rtsp,0,/tcp/av0_0
Kogan,*,MJPEG,http,0,/videostream.cgi?
Kogan,*,FFMPEG,http,0,/videostream.asf
Kogan,*,FFMPEG,http,0,/videostream.asf?user=[USERNAME]&pwd=[PASSWORD]&resolution=64&rate=0
Kogan,*,FFMPEG,http,0,/videostream.asf?user=[USERNAME]&pwd=[PASSWORD]&resolution=32&rate=0
Kogan,*,JPEG,http,0,/snapshot.jpg?user=[USERNAME]&pwd=[PASSWORD]&strm=[CHANNEL]
Kogan,*,JPEG,http,0,/snapshot.cgi?user=[USERNAME]&pwd=[PASSWORD]
Kogan,*,MJPEG,http,0,/videostream.cgi?usr=[USERNAME]&pwd=[PASSWORD]
Kogan,kaipc01blkb,MJPEG,http,0,/videostream.cgi?user=[USERNAME]&pwd=[PASSWORD]&resolution=32&rate=0
Kogan,*,MJPEG,http,0,/videostream.cgi?rate=11
Kogan,*,MJPEG,http,0,/video.cgi?resolution=VGA
Kogan,*,VLC,http,0,/videostream.asf?user=[USERNAME]&pwd=[PASSWORD]
Kogan,*,VLC,rtsp,554,/cam/realmonitor?channel=[CHANNEL]&subtype=00
Kogan,*,FFMPEG,http,0,/videostream.asf?user=[USERNAME]&pwd=[PASSWORD]&resolution=[WIDTH]*[HEIGHT]
Kogan,*,JPEG,http,0,/snapshot.cgi?user=[USERNAME]&pwd=[PASSWORD]&count=0
Kogan,*,MJPEG,http,0,/videostream.cgi?user=[USERNAME]&pwd=[PASSWORD]&resolution=32&rate=0
Kogan,*,JPEG,http,0,/current[CHANNEL].jpg
Kogan,*,MJPEG,http,0,/cgi/mjpg/mjpeg.cgi
Kogan,*,MJPEG,http,0,/user/videostream.cgi
Kogan,*,MJPEG,http,0,/videostream.cgi?rate=0
Kogan,*,MJPEG,http,0,/videostream.cgi?rate=0&user=[USERNAME]&pwd=[PASSWORD]
Kogan,*,JPEG,http,0,/tmpfs/auto.jpg
Kogan,*,FFMPEG,http,0,/videostream.asf?usr=[USERNAME]&pwd=[PASSWORD]
Keekoon,001,FFMPEG,http,88,/videostream.asf?user=[USERNAME]&pwd=[PASSWORD]&resolution=64&rate=0
Keekoon,002,FFMPEG,http,88,/videostream.asf?user=[USERNAME]&pwd=[PASSWORD]&resolution=64&rate=0
Keekoon,k001,FFMPEG,http,88,/videostream.asf?user=[USERNAME]&pwd=[PASSWORD]&resolution=64&rate=0
Keekoon,kk001,FFMPEG,http,88,/videostream.asf?user=[USERNAME]&pwd=[PASSWORD]&resolution=64&rate=0
Keekoon,kk002,FFMPEG,http,88,/videostream.asf?user=[USERNAME]&pwd=[PASSWORD]&resolution=64&rate=0
Keekoon,kk002-0001,FFMPEG,http,88,/videostream.asf?user=[USERNAME]&pwd=[PASSWORD]&resolution=64&rate=0
Keekoon,kk002-0002,FFMPEG,http,88,/videostream.asf?user=[USERNAME]&pwd=[PASSWORD]&resolution=64&rate=0
Keekoon,kk002-0003,FFMPEG,http,88,/videostream.asf?user=[USERNAME]&pwd=[PASSWORD]&resolution=64&rate=0
Keekoon,kk002-tw-3-1,FFMPEG,http,88,/videostream.asf?user=[USERNAME]&pwd=[PASSWORD]&resolution=64&rate=0
Keekoon,kk0020005,FFMPEG,http,88,/videostream.asf?user=[USERNAME]&pwd=[PASSWORD]&resolution=64&rate=0
Keekoon,kk004,FFMPEG,http,88,/videostream.asf?user=[USERNAME]&pwd=[PASSWORD]&resolution=64&rate=0
Keekoon,kk005,FFMPEG,http,0,/videostream.asf?user=[USERNAME]&pwd=[PASSWORD]&resolution=[WIDTH]x[HEIGHT]
Keekoon,*,FFMPEG,http,88,/videostream.asf?user=[USERNAME]&pwd=[PASSWORD]&resolution=32&rate=0
Keekoon,3,FFMPEG,rtsp,0,/rtsp_live0
Keekoon,*,JPEG,http,0,/snapshot.cgi?user=[USERNAME]&pwd=[PASSWORD]
Keekoon,*,JPEG,http,0,/snapshot.cgi?usr=[USERNAME]&pwd=[PASSWORD]
Keekoon,*,FFMPEG,http,0,/videostream.cgi?resolution=8&rate=13
Keekoon,*,FFMPEG,http,0,/videostream.asf?usr=[USERNAME]&pwd=[PASSWORD]
Knewmart,720,JPEG,http,0,/tmpfs/auto.jpg
Knewmart,ipcam01,JPEG,http,0,/tmpfs/auto.jpg
Knewmart,kr0022,JPEG,http,0,/tmpfs/auto.jpg
Knewmart,kr0038,JPEG,http,0,/tmpfs/auto.jpg
Knewmart,kr0041,JPEG,http,0,/tmpfs/auto.jpg
Knewmart,kr0041-2,JPEG,http,0,/tmpfs/auto.jpg
Knewmart,kr0043,JPEG,http,0,/tmpfs/auto.jpg
Knewmart,kw0043,JPEG,http,0,/tmpfs/auto.jpg
Knewmart,kw01b,JPEG,http,0,/tmpfs/auto.jpg
Knewmart,kw02b,JPEG,http,0,/tmpfs/auto.jpg
Knewmart,unknown,JPEG,http,0,/tmpfs/auto.jpg
Knewmart,wxh-216766-babbb,JPEG,http,0,/tmpfs/auto.jpg
Knewmart,kr004,FFMPEG,rtsp,0,/11
Knewmart,pnp1p,FFMPEG,rtsp,0,/11
Knewmart,wxh-122168-fdcef,FFMPEG,rtsp,0,/11
Knewmart,b20-24,FFMPEG,rtsp,0,/11
Knewmart,wxh-102908-beada,FFMPEG,rtsp,0,/12
Knewmart,*,MJPEG,http,0,/videostream.cgi?user=[USERNAME]&pwd=[PASSWORD]&resolution=32&rate=0
Knewmart,*,JPEG,http,0,/img/snapshot.cgi?size=2
Kadymay,791wl,JPEG,http,0,/tmpfs/auto.jpg
Kadymay,kdm-6708al,JPEG,http,0,/tmpfs/auto.jpg
Kadymay,kdm-6821a,JPEG,http,0,/tmpfs/auto.jpg
Kadymay,8506,FFMPEG,http,0,/videostream.asf
Kadymay,unknown,FFMPEG,rtsp,0,/user=[USERNAME]_password=[PASSWORD]_channel=1_stream=0.sdp
Kadymay,kdm-8715d,FFMPEG,rtsp,0,/user=[USERNAME]_password=[PASSWORD]_channel=1_stream=0.sdp
Kadymay,kdm-6828a,FFMPEG,rtsp,554,/ch0_0.h264
Kadymay,kdm-6836a,FFMPEG,rtsp,554,/ch0_0.h264
Kadymay,kdm6700,JPEG,http,0,/cgi-bin/video.jpg
Kadymay,kdm6702,JPEG,http,0,/img/snapshot.cgi
Kadymay,kdm-6800,MJPEG,http,0,/videostream.cgi?user=[USERNAME]&password=[PASSWORD]
Kadymay,kmd-6800,MJPEG,http,0,/videostream.cgi?user=[USERNAME]&password=[PASSWORD]
Kadymay,kdm-6706al,JPEG,http,0,/snap.jpg?JpegCam=[CHANNEL]
Kadymay,kdm-6742h,VLC,http,0,/vdata.v
Kadymay,*,JPEG,http,0,/snap.jpg?JpegSize=XL
Kadymay,*,JPEG,http,0,/cgi-bin/net_jpeg.cgi?ch=[CHANNEL]
Kadymay,kdm-6853a,FFMPEG,rtsp,8554,/live1.264
Kadymay,kdm-a103,FFMPEG,rtsp,0,/live0.264
Kadymay,*,JPEG,http,0,/snap.jpg?JpegSize=M
Kadymay,*,MJPEG,http,0,/cgi-bin/sf.cgi
Keview,h43,FFMPEG,rtsp,554,/11
Keview,hs400b4-p,FFMPEG,rtsp,554,/11
Keview,hs400l4,FFMPEG,rtsp,554,/11
Keview,hs400l4-p,FFMPEG,rtsp,554,/11
Keview,hs400z6-p,FFMPEG,rtsp,554,/11
Keview,hs800b4-f,FFMPEG,rtsp,554,/11
Keview,hs800b4-p,FFMPEG,rtsp,554,/11
Keview,hs800y3,FFMPEG,rtsp,554,/11
Keview,ipc-nt98566-80n80ps-r-s38,FFMPEG,rtsp,554,/11
Keview,kx800a36-p,FFMPEG,rtsp,554,/11
Keview,kx800d13,FFMPEG,rtsp,554,/11
Keview,hs-400c2-p,FFMPEG,rtsp,554,/stream1
Keview,hs800c2-p,FFMPEG,rtsp,554,/stream1
Keview,unknown,FFMPEG,rtsp,554,/stream1
Keview,hs800bp-4,FFMPEG,rtsp,554,/h264_stream
Keview,kx500b4-p,FFMPEG,rtsp,554,/h264_stream
Keview,hs800b-4,FFMPEG,rtsp,0,/user=[USERNAME]_password=[PASSWORD]_channel=1_stream=0.sdp
Keview,*,FFMPEG,rtsp,8080,/1
Keview,hs800l4-p,JPEG,http,0,/cgi-bin/snapshot.cgi?chn=[CHANNEL]&u=[USERNAME]&p=[PASSWORD]
Kavass,clg-020,FFMPEG,http,81,/cgi-bin/cmd/system?GET_STREAM&USER=[USERNAME]&PWD=[PASSWORD]
Kavass,*,FFMPEG,http,81,/cgi-bin/net_video.cgi?channel=0
Kavass,*,FFMPEG,http,81,/videostream.cgi?resolution=8&rate=13
Kavass,clg-080,MJPEG,http,81,/videostream.cgi?
Kavass,unknown,MJPEG,http,81,/videostream.cgi?
Kavass,clg-a211m13,FFMPEG,rtsp,0,/user=[USERNAME]_password=[PASSWORD]_channel=1_stream=0.sdp
Kavass,clg-a371m13,FFMPEG,rtsp,0,/user=[USERNAME]_password=[PASSWORD]_channel=1_stream=0.sdp
Kavass,clg-a611m1,FFMPEG,rtsp,0,/user=[USERNAME]_password=[PASSWORD]_channel=1_stream=0.sdp
Kavass,clg-a212,FFMPEG,rtsp,0,/user=[USERNAME]_password=[PASSWORD]_channel=1_stream=1.sdp
Kavass,clg-c1,VLC,rtsp,0,/user=[USERNAME]&password=[PASSWORD]&channel=1&stream=[CHANNEL].sdp?
Kavass,clg-qy120wdep,JPEG,http,0,/snapshot
Kavass,*,JPEG,http,0,/snap.jpg?JpegCam=[CHANNEL]
Kavass,*,JPEG,http,0,/snapshot.jpg?user=[USERNAME]&pwd=[PASSWORD]&strm=[CHANNEL]
Kavass,*,JPEG,http,0,/SnapshotJPEG?Resolution=320x240
Konig,unknown,JPEG,http,0,/cgi-bin/wappaint?camera_no=[CHANNEL]&animation=0&name=[USERNAME]&password=[PASSWORD]&pic_size=2
Konig,bm60,MJPEG,http,0,/?action=stream
Konig,ipcam100w,MJPEG,http,0,/?action=stream
Konig,kn-8m60,MJPEG,http,0,/?action=stream
Konig,kn-bm60,MJPEG,http,0,/?action=stream
Konig,kn-bm40,MJPEG,http,0,/?action=stream
Konig,sas-ipcam115,MJPEG,http,0,/?action=stream
Konig,sas-ipcam116,MJPEG,http,0,/?action=stream
Konig,sec-camip20,MJPEG,http,0,/?action=stream
Konig,cmp-nwipcam20,MJPEG,http,0,/mjpg/1/video.mjpg
Konig,cmp-nwipcam22,FFMPEG,http,0,/videostream.asf?user=[USERNAME]&pwd=[PASSWORD]&resolution=64&rate=0
Konig,cmp-nwipcam31,FFMPEG,http,0,/videostream.asf?user=[USERNAME]&pwd=[PASSWORD]&resolution=64&rate=0
Konig,ip10,FFMPEG,http,0,/videostream.asf?user=[USERNAME]&pwd=[PASSWORD]&resolution=64&rate=0
Konig,*,FFMPEG,http,0,/videostream.asf?user=[USERNAME]&pwd=[PASSWORD]&resolution=[WIDTH]x[HEIGHT]
Konig,*,JPEG,http,0,/image.jpg
Konig,*,MJPEG,http,0,/videostream.cgi
Konig,*,JPEG,http,0,/video.cgi
Kguard,601,FFMPEG,rtsp,0,/11
Kguard,kg-sha108,FFMPEG,rtsp,0,/11
Kguard,qrc-601,FFMPEG,rtsp,0,/11
Kguard,qrt-10,FFMPEG,rtsp,0,/11
Kguard,qrt-501,FFMPEG,rtsp,0,/11
Kguard,qrt-502,FFMPEG,rtsp,0,/11
Kguard,br421,FFMPEG,mms,555,/img/video.asf
Kguard,icb-200,FFMPEG,rtsp,0,/0
Kguard,*,JPEG,http,0,/stillimg[CHANNEL].jpg
Kguard,*,JPEG,http,0,/cgi-bin/video_snapshot.cgi?user=[USERNAME]&pwd=[PASSWORD]
Kguard,*,MJPEG,http,0,/cgi-bin/videostream.cgi?user=[USERNAME]&pwd=[PASSWORD]
Kguard,unknown,JPEG,http,0,/cgi-bin/net_jpeg.cgi?ch=[CHANNEL]
Kguard,*,JPEG,http,0,/cgi-bin/wappaint?camera_no=[CHANNEL]&animation=0&name=[USERNAME]&password=[PASSWORD]&pic_size=2
Kguard,*,JPEG,http,0,/capture[CHANNEL].jpg
Kguard,*,VLC,rtsp,0,/hiQ.sdp
Kguard,*,VLC,http,0,/control/faststream.jpg?stream=MxPEG&needlength&fps=6
Kamtron,826,JPEG,http,0,/tmpfs/auto.jpg
Kamtron,f128,JPEG,http,0,/tmpfs/auto.jpg
Kamtron,f300,JPEG,http,0,/tmpfs/auto.jpg
Kamtron,832-c,JPEG,http,7080,/ccm/ccm_pic_get.js?dsess=1&dsess_nid=ME3UvaT9XL0M4HLe9ul46UZCESRjTvtM&dsess_sn=1jfiegbra36la&dtoken=p1_xxxxxxxxxx&dflag=2
Kamtron,835,FFMPEG,http,80,/?&AUDIO=YES&CHOPIMAGE=YES&STREAM=YES&WANTIMAGE=0.JPG&SENDEMPTYIMAGES=NO
Kamtron,*,JPEG,http,80,/ccm/ccm_pic_get.jpg?hfrom_handle=887330&dsess=1&dsess_nid=MHts.aNrHwnbJfxbeiKi8_hCF1VhBQ&dsess_sn=[USERNAME]&dtoken=p0_xxxxxxxxxx
Kamtron,*,MJPEG,http,80,/?action=stream
Kamtron,*,MJPEG,http,80,/
Kenik,1301t,FFMPEG,rtsp,0,/user=[USERNAME]_password=[PASSWORD]_channel=1_stream=0.sdp
Kenik,2036t,FFMPEG,rtsp,0,/user=[USERNAME]_password=[PASSWORD]_channel=1_stream=0.sdp
Kenik,2042t,FFMPEG,rtsp,0,/user=[USERNAME]_password=[PASSWORD]_channel=1_stream=0.sdp
Kenik,gs-1301t,FFMPEG,rtsp,0,/user=[USERNAME]_password=[PASSWORD]_channel=1_stream=0.sdp
Kenik,kg-1301t,FFMPEG,rtsp,0,/user=[USERNAME]_password=[PASSWORD]_channel=1_stream=0.sdp
Kenik,kg-2030d,FFMPEG,rtsp,0,/user=[USERNAME]_password=[PASSWORD]_channel=1_stream=0.sdp
Kenik,kg-2036t,FFMPEG,rtsp,0,/user=[USERNAME]_password=[PASSWORD]_channel=1_stream=0.sdp
Kenik,kg-2122d,FFMPEG,rtsp,0,/user=[USERNAME]_password=[PASSWORD]_channel=1_stream=0.sdp
Kenik,2052t,FFMPEG,rtsp,0,/user=[USERNAME]_password=[PASSWORD]_channel=1_stream=1.sdp
Kenik,kg-230dp,FFMPEG,rtsp,554,/mode=real&idc=1&ids=1
Knc,230,JPEG,http,0,/ipcam/jpeg.cgi
Knc,hdi47,JPEG,http,0,/ipcam/jpeg.cgi
Knc,ktc230,JPEG,http,0,/ipcam/jpeg.cgi
Knc,hdbi230,FFMPEG,rtsp,554,/11
Knc,p3br4xir,FFMPEG,rtsp,0,/stream0
Knc,p3tr3xir,FFMPEG,rtsp,0,/Streaming/Channels/1
Knc,*,FFMPEG,rtsp,0,/h264
Knc,p3lr3ir,VLC,rtsp,0,/live.sdp
Knc,*,FFMPEG,rtsp,0,/Streaming/Channels/2
Keebox,1001,JPEG,http,0,/IMAGE.JPG
Keebox,icw1000,JPEG,http,0,/IMAGE.JPG
Keebox,ipc1000w,JPEG,http,0,/IMAGE.JPG
Keebox,ipc1000wi,JPEG,http,0,/IMAGE.JPG
Keebox,*,MJPEG,http,0,/MJPEG.CGI
Keebox,*,MJPEG,http,0,/video.cgi?resolution=VGA
Keebox,*,MJPEG,http,0,/video.cgi?resolution=[WIDTH]x[HEIGHT]
Keebox,unknown,FFMPEG,http,0,/videostream.asf?user=[USERNAME]&pwd=[PASSWORD]&resolution=64&rate=0
Kenvs,unknown,FFMPEG,rtsp,0,/ch0_1.264
Kenvs,gj-6075p,JPEG,http,0,/snapshot.cgi?user=[USERNAME]&pwd=[PASSWORD]
Kenvs,*,JPEG,http,0,/cgi-bin/video_snapshot.cgi?user=[USERNAME]&pwd=[PASSWORD]
Kenvs,*,VLC,rtsp,0,/cam1/mpeg4
Kenvs,*,VLC,rtsp,0,/VideoInput/[CHANNEL]/h264/1
Kenvs,*,FFMPEG,rtsp,0,/ch0_0.264
Kenvs,*,JPEG,http,0,/snapshot.jpg?user=[USERNAME]&pwd=[PASSWORD]&strm=[CHANNEL]
Kenvs,*,JPEG,http,0,/snapshot.jpg?user=[USERNAME]&pwd=[PASSWORD]
Kare,csst-dit,MJPEG,http,0,/videostream.cgi?rate=0
Kare,n7205jv,MJPEG,http,0,/videostream.cgi?rate=0
Kare,d3044,FFMPEG,rtsp,0,/
Kare,*,FFMPEG,http,0,/videostream.asf?user=[USERNAME]&pwd=[PASSWORD]&resolution=[WIDTH]x[HEIGHT]
Kare,*,FFMPEG,http,0,/videostream.asf?user=[USERNAME]&pwd=[PASSWORD]&resolution=64&rate=0
Kare,unknown,FFMPEG,http,0,/videostream.asf
Kodak,201pl,MJPEG,http,0,/videostream.cgi?user=[USERNAME]&password=[PASSWORD]
Kodak,*,MJPEG,http,0,/videofeed
Kodak,unknown,FFMPEG,http,0,/videostream.asf?user=[USERNAME]&pwd=[PASSWORD]&resolution=[WIDTH]x[HEIGHT]
Kodak,s101,FFMPEG,http,0,/videostream.asf
Kodak,*,JPEG,http,0,/IMAGE.JPG
Kodak,*,JPEG,http,0,/image.jpg
Kodak,*,MJPEG,http,0,/image.jpg?type=motion
Kingstar,unknown,FFMPEG,http,0,/videostream.asf?user=[USERNAME]&pwd=[PASSWORD]&resolution=[WIDTH]x[HEIGHT]
Kingstar,*,FFMPEG,http,0,/videostream.asf?usr=[USERNAME]&pwd=[PASSWORD]
Kingstar,*,FFMPEG,http,0,/videostream.asf?user=[USERNAME]&pwd=[PASSWORD]&resolution=32&rate=0
Kingstar,*,FFMPEG,http,0,/videostream.asf?user=[USERNAME]&pwd=[PASSWORD]&resolution=64&rate=0
Kingstar,*,JPEG,http,0,/snapshot.cgi?user=[USERNAME]&pwd=[PASSWORD]&count=0
Kingstar,wla-01,FFMPEG,rtsp,554,/onvif1
Kamera2000,unknown,FFMPEG,rtsp,0,/mpeg4
Kamera2000,aq-ipq2232x-poe,VLC,rtsp,0,/ch0_0.h264
Kamera2000,*,FFMPEG,rtsp,5544,/11
Kamera2000,*,JPEG,http,0,/img/snapshot.cgi?size=2
Kamera2000,*,VLC,rtsp,0,/cam[CHANNEL]/h264
Karel,ckb423-pm2,JPEG,http,0,/capture[CHANNEL].jpg
Karel,unknown,MJPEG,http,0,/cgi/mjpg/mjpeg.cgi
Karel,wbxid136vrt,FFMPEG,rtsp,0,/live/ch0
Lorex,2020,JPEG,http,0,/cgi-bin/snapshot.cgi?1
Lorex,4321,JPEG,http,0,/cgi-bin/snapshot.cgi?1
Lorex,8921,JPEG,http,0,/cgi-bin/snapshot.cgi?1
Lorex,d241a8,JPEG,http,0,/cgi-bin/snapshot.cgi?1
Lorex,d841a8,JPEG,http,0,/cgi-bin/snapshot.cgi?1
Lorex,dv700,JPEG,http,0,/cgi-bin/snapshot.cgi?1
Lorex,dv7041,JPEG,http,0,/cgi-bin/snapshot.cgi?1
Lorex,dv908,JPEG,http,0,/cgi-bin/snapshot.cgi?1
Lorex,e581cbb-z,JPEG,http,0,/cgi-bin/snapshot.cgi?1
Lorex,e841cab,JPEG,http,0,/cgi-bin/snapshot.cgi?1
Lorex,e861ab,JPEG,http,0,/cgi-bin/snapshot.cgi?1
Lorex,e861abb,JPEG,http,0,/cgi-bin/snapshot.cgi?1
Lorex,e891ab,JPEG,http,0,/cgi-bin/snapshot.cgi?1
Lorex,e892ab,JPEG,http,0,/cgi-bin/snapshot.cgi?1
Lorex,e895ab,JPEG,http,0,/cgi-bin/snapshot.cgi?1
Lorex,e896dd,JPEG,http,0,/cgi-bin/snapshot.cgi?1
Lorex,lbn3143-c,JPEG,http,0,/cgi-bin/snapshot.cgi?1
Lorex,lbn4321-c,JPEG,http,0,/cgi-bin/snapshot.cgi?1
Lorex,lbv2251-c,JPEG,http,0,/cgi-bin/snapshot.cgi?1
Lorex,lev2750ab,JPEG,http,0,/cgi-bin/snapshot.cgi?1
Lorex,lhv0016s,JPEG,http,0,/cgi-bin/snapshot.cgi?1
Lorex,lhv1000,JPEG,http,0,/cgi-bin/snapshot.cgi?1
Lorex,lhv2008-dfs3,JPEG,http,0,/cgi-bin/snapshot.cgi?1
Lorex,lhv2016,JPEG,http,0,/cgi-bin/snapshot.cgi?1
Lorex,lhv21081tu4,JPEG,http,0,/cgi-bin/snapshot.cgi?1
Lorex,lhv5100,JPEG,http,0,/cgi-bin/snapshot.cgi?1
Lorex,lhv5108w,JPEG,http,0,/cgi-bin/snapshot.cgi?1
Lorex,ln10802-84w,JPEG,http,0,/cgi-bin/snapshot.cgi?1
Lorex,lnb-8005-c,JPEG,http,0,/cgi-bin/snapshot.cgi?1
Lorex,lnb3141-c,JPEG,http,0,/cgi-bin/snapshot.cgi?1
Lorex,lnb3143b,JPEG,http,0,/cgi-bin/snapshot.cgi?1
Lorex,lnb3143-c,JPEG,http,0,/cgi-bin/snapshot.cgi?1
Lorex,lnb3143r-c,JPEG,http,0,/cgi-bin/snapshot.cgi?1
Lorex,lnb3163,JPEG,http,0,/cgi-bin/snapshot.cgi?1
Lorex,lnb3163b,JPEG,http,0,/cgi-bin/snapshot.cgi?1
Lorex,lnb3373b,JPEG,http,0,/cgi-bin/snapshot.cgi?1
Lorex,lnb3373-c,JPEG,http,0,/cgi-bin/snapshot.cgi?1
Lorex,lnb3373sb,JPEG,http,0,/cgi-bin/snapshot.cgi?1
Lorex,lnb3373s-c,JPEG,http,0,/cgi-bin/snapshot.cgi?1
Lorex,lnb35733b,JPEG,http,0,/cgi-bin/snapshot.cgi?1
Lorex,lnb4163b,JPEG,http,0,/cgi-bin/snapshot.cgi?1
Lorex,lnb4173b,JPEG,http,0,/cgi-bin/snapshot.cgi?1
Lorex,lnb4173sb,JPEG,http,0,/cgi-bin/snapshot.cgi?1
Lorex,lnb4321,JPEG,http,0,/cgi-bin/snapshot.cgi?1
Lorex,lnb4321b,JPEG,http,0,/cgi-bin/snapshot.cgi?1
Lorex,lnb4371-c,JPEG,http,0,/cgi-bin/snapshot.cgi?1
Lorex,lnb4421,JPEG,http,0,/cgi-bin/snapshot.cgi?1
Lorex,lnb4613b,JPEG,http,0,/cgi-bin/snapshot.cgi?1
Lorex,lnb8005,JPEG,http,0,/cgi-bin/snapshot.cgi?1
Lorex,lnb8005-c,JPEG,http,0,/cgi-bin/snapshot.cgi?1
Lorex,lnb8111,JPEG,http,0,/cgi-bin/snapshot.cgi?1
Lorex,lnb8111b,JPEG,http,0,/cgi-bin/snapshot.cgi?1
Lorex,lnb8921,JPEG,http,0,/cgi-bin/snapshot.cgi?1
Lorex,lnb8921-c,JPEG,http,0,/cgi-bin/snapshot.cgi?1
Lorex,lnd3152,JPEG,http,0,/cgi-bin/snapshot.cgi?1
Lorex,lnd3374sb,JPEG,http,0,/cgi-bin/snapshot.cgi?1
Lorex,lne3322b,JPEG,http,0,/cgi-bin/snapshot.cgi?1
Lorex,lne4172sb,JPEG,http,0,/cgi-bin/snapshot.cgi?1
Lorex,lne4322,JPEG,http,0,/cgi-bin/snapshot.cgi?1
Lorex,lne4422s-c,JPEG,http,0,/cgi-bin/snapshot.cgi?1
Lorex,lne8950a,JPEG,http,0,/cgi-bin/snapshot.cgi?1
Lorex,lne8950ab,JPEG,http,0,/cgi-bin/snapshot.cgi?1
Lorex,lne8974a,JPEG,http,0,/cgi-bin/snapshot.cgi?1
Lorex,lne8974ab,JPEG,http,0,/cgi-bin/snapshot.cgi?1
Lorex,lnr110,JPEG,http,0,/cgi-bin/snapshot.cgi?1
Lorex,lnr400,JPEG,http,0,/cgi-bin/snapshot.cgi?1
Lorex,lnr6108,JPEG,http,0,/cgi-bin/snapshot.cgi?1
Lorex,lnr6826k,JPEG,http,0,/cgi-bin/snapshot.cgi?1
Lorex,lnw16xf,JPEG,http,0,/cgi-bin/snapshot.cgi?1
Lorex,lnz32p12,JPEG,http,0,/cgi-bin/snapshot.cgi?1
Lorex,lnz32p1212x,JPEG,http,0,/cgi-bin/snapshot.cgi?1
Lorex,lnz32p-4,JPEG,http,0,/cgi-bin/snapshot.cgi?1
Lorex,lnz3522-c,JPEG,http,0,/cgi-bin/snapshot.cgi?1
